Date,RegionName,DaysOnZillow_AllHomes,InventorySeasonallyAdjusted_AllHomes,InventoryRaw_AllHomes,MedianListingPricePerSqft_1Bedroom,MedianListingPricePerSqft_2Bedroom,MedianListingPricePerSqft_3Bedroom,MedianListingPricePerSqft_4Bedroom,MedianListingPricePerSqft_5BedroomOrMore,MedianListingPricePerSqft_AllHomes,MedianListingPricePerSqft_CondoCoop,MedianListingPricePerSqft_DuplexTriplex,MedianListingPricePerSqft_SingleFamilyResidence,MedianListingPrice_1Bedroom,MedianListingPrice_2Bedroom,MedianListingPrice_3Bedroom,MedianListingPrice_4Bedroom,MedianListingPrice_5BedroomOrMore,MedianListingPrice_AllHomes,MedianListingPrice_CondoCoop,MedianListingPrice_DuplexTriplex,MedianListingPrice_SingleFamilyResidence,MedianPctOfPriceReduction_AllHomes,MedianPctOfPriceReduction_CondoCoop,MedianPctOfPriceReduction_SingleFamilyResidence,MedianPriceCutDollar_AllHomes,MedianPriceCutDollar_CondoCoop,MedianPriceCutDollar_SingleFamilyResidence,MedianRentalPricePerSqft_1Bedroom,MedianRentalPricePerSqft_2Bedroom,MedianRentalPricePerSqft_3Bedroom,MedianRentalPricePerSqft_4Bedroom,MedianRentalPricePerSqft_5BedroomOrMore,MedianRentalPricePerSqft_AllHomes,MedianRentalPricePerSqft_CondoCoop,MedianRentalPricePerSqft_DuplexTriplex,MedianRentalPricePerSqft_MultiFamilyResidence5PlusUnits,MedianRentalPricePerSqft_SingleFamilyResidence,MedianRentalPricePerSqft_Studio,MedianRentalPrice_1Bedroom,MedianRentalPrice_2Bedroom,MedianRentalPrice_3Bedroom,MedianRentalPrice_4Bedroom,MedianRentalPrice_5BedroomOrMore,MedianRentalPrice_AllHomes,MedianRentalPrice_CondoCoop,MedianRentalPrice_DuplexTriplex,MedianRentalPrice_MultiFamilyResidence5PlusUnits,MedianRentalPrice_SingleFamilyResidence,MedianRentalPrice_Studio,ZHVIPerSqft_AllHomes,PctOfHomesDecreasingInValues_AllHomes,PctOfHomesIncreasingInValues_AllHomes,PctOfHomesSellingForGain_AllHomes,PctOfHomesSellingForLoss_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_CondoCoop,PctOfListingsWithPriceReductionsSeasAdj_SingleFamilyResidence,PctOfListingsWithPriceReductions_AllHomes,PctOfListingsWithPriceReductions_CondoCoop,PctOfListingsWithPriceReductions_SingleFamilyResidence,PriceToRentRatio_AllHomes,ZHVI_1bedroom,ZHVI_2bedroom,ZHVI_3bedroom,ZHVI_4bedroom,ZHVI_5BedroomOrMore,ZHVI_AllHomes,ZHVI_BottomTier,ZHVI_CondoCoop,ZHVI_MiddleTier,ZHVI_SingleFamilyResidence,ZHVI_TopTier,ZRI_AllHomes,ZRI_AllHomesPlusMultifamily,ZriPerSqft_AllHomes,Zri_MultiFamilyResidenceRental,Zri_SingleFamilyResidenceRental
12/31/2013,Louisiana,113.625,14477,14071,,86.66666667,95.86586927,99.80221927,91.5,99.20634921,,64.975,99.08079342,,99900,155000,225000,289450,165000,,,166000,4.255319149,4.524886878,4.255319149,6100,7000,6100,,0.866577659,0.826431225,0.746487119,,0.846153846,1.008561257,1,1,0.837801609,0.902255639,750,850,1200,1400,,1200,1100,950,950,1200,1300,85,,,,,11.60715945,9.682194037,11.67316575,8.566393815,7.517482517,8.601645123,,61300,,127300,,335100,,70700,,,,223800,1220,1220,0.756,1206,1220
12/31/2013,Maine,157.5,13513,12632,186.5342163,144,126.8181818,112.4926301,100.5050505,134.1627967,178.3482143,61.16280335,129.7789277,120700,159000,198500,239000,299000,189997,199000,149900,189900,5.285714286,4.593267882,5.503057254,8000,6800,8500,,1.055316742,0.949546485,,,0.958588957,,,1.071428571,0.880088009,,737,920,1200,,,,,,875,,,142,66.59,28.02,,,10.1108926,8.963944048,10.21120781,6.077466296,6.386554622,6.048795697,11.76,152600,170100,204500,254000,324200,180600,110200,183900,180600,180200,328500,1143,1025,0.894,916,1121
12/31/2013,Maryland,114,22897,21530,,165.0922322,167.7030411,153.5924085,151.282951,157.3737836,181.7708333,,155.5015755,,179000,309990,424900,550000,269000,209235,301205,279000,4.350663682,4.29787234,4.383561644,10000,9900,10000,1.744444444,1.408345753,1.216145833,1.007531948,,1.223730217,1.41723356,1.262708234,1.493766652,1.178451178,1.25,1328,1464,1650,2050,,1695,1537.5,1290,1473,1750,1695,157,20.4,71.64,,,14.02399225,10.92414475,14.430248,10.31829096,8.06573957,10.63054222,11.85,148000,169500,222100,344100,474500,239000,128900,202700,239000,248500,432900,1718,1714,1.18,1663,1738
12/31/2013,Massachusetts,97.25,25008,22301,261.9011976,197.6686081,188.960599,191.4771091,158.2755502,198.1317236,213.8314785,109.6669374,194.312455,195000,249900,308900,459900,494900,335900,289000,279000,349900,3.636363636,3.455431619,3.705075954,10000,9100,10000,2.933333333,2.05991465,1.666666667,,,2.149438202,2.471169687,2.090909091,2.25,,,1830,2100,2490,3000,3950,2200,2200,2025,2100,2260,1495,195,9.04,85.45,,,13.85794843,11.17555689,14.65478493,9.206057175,7.650008087,9.64177347,14.4,217400,237800,299200,430200,599800,311500,183300,254500,311500,320700,544900,1830,1827,1.172,1781,1849
12/31/2013,Michigan,111.75,56119,54157,,87.60964912,90.50715343,107.2567954,113.703307,88.85184768,107.5075075,49.7686942,86.66666667,,94900,129900,239999,325000,119900,144999.5,104900,119000,6.675567423,5.063291139,6.834532374,5000,5000,5000,0.955050505,0.892857143,0.872753947,0.842473825,,0.857287915,0.961538462,0.819365619,0.888605346,0.842687085,0.804361815,600,875,1000,1700,,900,,675,,850,800,78,18.23,78.19,,,13.10317827,9.229142696,13.46586194,10.07822025,6.978253814,10.36401993,8.89,71200,80900,120600,229300,233400,104800,49300,139800,104800,102000,209400,996,997,0.838,1206,974
12/31/2013,Minnesota,106.75,22166,19758,163.3357757,121.6528586,128.978979,142.7319187,150.225087,133.8179036,115.8328056,103.0988979,134.2902047,124900,139900,172500,249900,349700,179900,144950,159900,179900,4.880715318,5.990720573,4.812030075,9099,8550,9099,1.256019262,1.04129845,1.043441227,1.022809422,1.021610865,1.065246338,1.066889632,,1.1,1.064938602,1.375,899,1175,1395,1695,1950,1395,1200,,995,1400,950,136,18.71,76.73,,,14.34430741,13.07116145,14.40549614,9.897025172,10.37998146,9.874748856,10.6,105800,142500,177800,235900,308500,169400,101300,138700,169400,173200,296900,1332,1323,1.098,1283,1332
12/31/2013,Mississippi,126.125,12824,12824,,76.53061224,80.82524272,92.61053667,88.71929453,82.07926479,108.6363636,45.46811398,81.71374435,,89900,139900,242900,298500,149900,137400,114950,150000,5.179671647,5.172413793,5.179856115,6000,7000,6000,0.832815735,0.703125,0.680531732,0.603263207,,0.686591276,,0.7,0.725315884,0.678294574,0.692731108,,700,900,,,900,,,710,900,900,66,,,,,11.1757643,5.567308504,11.32238509,8.237535308,3.988603989,8.33781603,9.95,,,112600,200200,225100,107800,59000,,107800,107800,186000,1004,1003,0.648,868,1005
12/31/2013,Missouri,106.25,41148,39438,80.90328393,74.61229179,88.81481481,92.89033457,89.77900552,88.18984547,110,52.06160408,86.49870801,69900,79900,132500,224000,3.00E+05,134900,139900,119897.5,134900,4.99092559,4.468824435,5,5000,5000,5000,0.943102321,0.756551141,0.756079027,0.623762538,,0.761538462,0.912017167,0.6875,0.790021645,0.749626543,0.79,599.5,715,895,1100,975,880,950,625,689,875,795,90,,,,,12.61902114,11.5176524,12.70142727,8.910255082,7.765263782,8.996323939,10.47,66300,80300,128100,230100,272200,124000,65400,112700,124000,124800,228000,977,941,0.78,872,951
12/31/2013,Montana,105,6747,6270,193.0875723,152.6227289,147.5360577,153.7869063,161.8549391,154.7758122,165.7967989,132.9027356,153.8825758,161000,189000,259800,338900,450000,274900,275000,250000,274900,4.606020852,,4.55652121,10000,,10000,1.0125,0.878688093,0.832088452,,,0.795,,0.917083333,0.9175,0.775862069,,600,765,1050,1225,,947.5,,700,725,995,,141,,,,,7.372566246,3.384919496,7.709831098,4.106508876,1.79028133,4.342723005,15.68,132000,146800,184100,211600,255300,175200,126000,155600,175200,177100,277100,1009,1023,0.828,975,1032
12/31/2013,Nebraska,96.75,6241,5984,125.8004808,101.4322917,104.4624504,102.8519417,95.90868399,103.7720706,128.7037037,,103.4823096,,104500,135000,230000,255000,135000,,115875,134900,3.754693367,4,3.752346683,5000,5000,5000,0.9,0.864533696,0.918814024,0.680919139,,0.901287022,,0.776,0.870998117,0.883912787,,647.5,839,1132.5,1200,,,,649,775,1000,590,93,21.81,69.75,,,15.22293448,11.01751953,15.35220152,10.40690506,7.421875,10.50420168,9.15,72100,90300,130100,206600,180500,126500,72200,126500,126500,126500,220800,1151,1145,0.848,1026,1151
12/31/2013,Nevada,87.75,13698,13336,,99.82316534,105.1916461,106.9485294,107.5672686,106.4582686,91.34615385,76.04060914,108.125,,114900,171000,246400,344995,189900,94500,185000,199900,4.246575342,5.639396346,4,8000,5050,9100,0.958588957,0.77355229,0.716374269,0.660233621,0.617256637,0.718352298,0.79265873,0.719853,0.757575758,0.701754386,,672.5,849,1130,1395,1745,1150,850,,950,1199,,103,2.02,97.25,,,11.63314839,11.13674293,11.68685108,10.01670203,10.46511628,9.946194431,12.22,,114600,167500,227100,320000,176000,102300,95800,176000,192000,299200,1196,1191,0.734,,1238
12/31/2013,NewHampshire,130.625,11021,10062,140.3089888,123.6872142,127.936747,127.8609473,97.98270893,130.5555556,131.8601583,77.69122801,130.1866319,99000,159900,228900,319900,330000,229000,179000,214900,236900,5.002501251,4.183359868,5.034965035,10000,6950,10000,1.31561086,1.139469691,0.959302326,0.845864662,,1.079136691,1.167124542,1.090909091,1.135322464,1,,850,1099,1400,,,1472.5,1250,970,1000,1595,,127,22.04,70.22,,,10.98974489,9.272668032,11.28171639,7.162790698,6.395348837,7.278388635,11.14,104200,160100,220300,292100,330200,206700,129300,155800,206700,221400,328600,1499,1486,0.994,,1540
12/31/2013,NewJersey,143.25,53762,49716,,191.5833333,177.5821663,181.9604087,197.3684211,161.7979177,209.375,146.7948718,155.8277027,,225000,295000,449900,615000,275000,239000,269900,279900,4.529420177,4.385964912,4.54546832,10000,10000,10000,2.114906238,1.725308642,1.406305091,1.178571429,,1.283987915,1.542133336,,1.758901956,1.155115512,1.234332297,1300,,1950,2500,,1750,1725,,1616.5,1800,1700,166,25.8,65.82,,,11.6242297,9.53708058,12.05474344,7.089158222,5.757931845,7.370289772,11.87,175700,204500,255400,368100,490000,273800,156500,216800,273800,277100,495400,1923,1916,1.17,1779,1930
12/31/2013,NewMexico,127.125,13567,13155,157.4205641,120.2185792,114.0583554,127.4441341,131.7383404,118.9216109,141.137311,105.9322034,118.0634498,145000,146000,189894,279000,399000,199000,165000,186745,199500,4.607518252,8.408408408,4.494382022,10000,10000,10000,0.984097512,0.833333333,0.737655175,0.70337878,,0.752393981,,0.889485981,0.854268975,0.741695304,0.757917445,596,800,1100,1295,,1100,,690,695,1140,975,89,,,,,12.65340226,8.827332148,12.83935701,8.844355377,6.432748538,8.959820804,13.28,,112600,143400,210100,276600,157500,102900,,157500,158000,271400,1151,1149,0.66,1042,1152
12/31/2013,NewYork,161.75,81810,77036,223.5141176,158.4146341,125.5686394,133.2666667,181.5909091,169.9240472,,200.3649635,150.6518752,185000,214900,225000,339900,548999.5,299990,,479000,299000,4.351610096,4.747364595,4.264392324,10000,10000,10000,,,,,,,4.545454545,,,,,2599,,,,,3000,3085,2750,2750,,2299,129,27.49,63.06,,,10.07867379,7.22558705,10.8368281,5.947785884,4.55011974,6.335062227,10.64,139600,120600,140000,221500,322800,248500,103900,513900,248500,227200,543900,1894,1896,1.094,1983,1817
12/31/2013,NorthCarolina,121.5,76174,73061,143.3251433,97.37098345,97.69309794,102.1805795,114.5434664,101.0714286,111.6666667,,100.5826889,99000,120000,168900,267000,389900,194500,170000,,196900,4.316546763,4.163333333,4.323458767,6000,5470,6000,1.017337291,0.752764541,0.687630192,0.626392393,0.609756098,0.694721116,0.771318399,0.765940274,0.81920904,0.69124424,0.723897121,749,775,1000,1300,1795,1025,875,725,824,1050,1195,90,28.38,62.13,,,11.35296278,8.348755874,11.61319698,7.951826357,5.678321678,8.152435488,10.75,93600,91000,137400,243600,311700,139900,77600,121600,139900,141300,271000,1078,1080,0.696,992,1088
12/31/2013,NorthDakota,86.125,1355,1288,,,,,,,,,,,,,,,,,,,3.739849679,,3.762227239,5450,,5900,,,,,,,,,,,,,,,,,,,,,,,159,,,,,10.60202821,,10.81520781,6.7280046,,6.955460647,12.65,,172200,202800,242700,297700,184900,117400,144600,184900,189400,282500,1323,1308,0.988,1083,1350
12/31/2013,Ohio,116.75,52607,50050,75.60623854,71.25,77.63532764,88.19444444,76.4739229,80.44833955,83.33333333,35.97668256,80.10752688,60000,79900,114900,194900,207400,120000,115000,79900,122730.5,5.417203319,4.857142857,5.555555556,5000,5000,5000,0.913242009,0.77092511,0.76612524,0.71508972,,0.774393392,0.863636364,,0.792174797,0.76268691,,545,750,1000,,,999,,600,669,1000,,76,24.22,67.7,,,14.36502612,12.4131468,14.56440224,10.26032974,9.125664894,10.37782942,8.78,59700,73200,108700,182200,209100,110000,58800,95000,110000,111100,203900,1028,1005,0.744,866,1032
12/31/2013,Oklahoma,108.375,18682,18264,71.41472868,64.2803677,85.13257576,97.81501638,104.9332811,85.49891775,69.58671603,71.76671421,85.84576978,60000,69900,138678,229000,373580,145000,,149900,146466,3.963513665,4.264577894,3.94265233,5000,4000,5000,,0.716934406,0.746765382,0.741711301,,0.74593168,0.712435233,0.7,0.730267413,0.746788009,0.73664825,,695,1095,1500,,1050,,625,677.5,1050,1100,67,18.71,74.28,,,12.64422246,8.799824372,12.72503092,8.829285651,6.19266055,8.881429738,9,44700,50200,101300,182700,230200,95500,48600,67900,95500,96000,179300,935,939,0.682,808,944
12/31/2013,Oregon,103.75,20299,19030,196.4656965,149.7716727,139.9091818,142.4300078,131.147541,145.4940282,170.2858881,110.6023205,144.8020545,165000,184900,234995,329000,385000,249947,184250,249500,255000,3.603224435,3.822542257,3.599434434,10000,6500,10000,1.26,0.971030043,0.888798701,0.795015041,,0.905888274,1.153740967,0.927074691,1.055555556,0.885960927,,,930,1295,1595,,1295,1195,800,935,1295,1050,144,8.36,88.43,,,11.03446884,8.708871065,11.17515438,7.588162467,6.408450704,7.659088022,14.36,159300,176800,217300,300400,348100,221100,138200,157300,221100,225300,368900,1304,1294,0.88,1146,1309
12/31/2013,Pennsylvania,121,65871,63412,136.1711596,103.8647343,104.1459298,118.5097352,92.5566343,109.78739,134.6153846,62.8649635,108.5080896,115000,124900,158000,293110,275000,174900,189000,129900,172000,4.589032527,3.506419596,4.761904762,5500,5005,5500,1.309210526,1.065876153,0.892857143,0.797798536,0.533537762,0.926190476,1.374909551,1.076903109,1.19047619,0.888392857,1.184834123,850,1075,1250,1700,,1250,1400,939.5,1025,1200,1019,104,29.11,62.49,,,14.055458,11.54319426,14.21368733,8.968374073,6.995437758,9.092148124,10.07,101700,114400,144100,262700,270700,144800,73000,112300,144800,150300,270500,1196,1190,0.858,1049,1208
12/31/2013,RhodeIsland,122.25,5714,5260,191.9556181,158.3765629,162.2067472,149.8194014,88.5301353,163.3703674,169.3505787,71.28378378,162.5086445,149000,184900,240000,329000,243900,249000,219000,160000,249900,4.549590537,4.16,4.568374197,10000,7000,10000,1.374233129,1.219512195,1.14346247,0.988309136,,1.210812657,1.330383481,,1.178884066,1.191896806,,1000,1200,1500,2000,,1600,1350,1000,1100,1700,,150,21.45,68.63,,,13.89553522,10.38738033,14.61611098,9.155914814,6.403013183,9.700242041,12.26,147400,173100,212800,314200,422500,212700,139500,169500,212700,216100,373600,1450,1408,1.084,1096,1467
12/31/2013,SouthCarolina,134.75,41046,39829,173.4,98.13311688,96.43272104,100.8817427,107.5928244,99.41176471,121.7391304,78.07374339,97.40513607,,117500,165750,255990,359388.5,179900,149900,,185000,4.167187594,4.762018143,4.098360656,5994.5,5100,6000,1.133333333,0.788288288,0.778388278,0.752018603,0.751556796,0.776456334,0.904052136,0.839733633,0.95390525,0.764442943,0.798415349,,825,1150,1450,,1150,950,850,950,1200,1100,81,25.61,66.44,,,11.50371341,9.651923191,11.81433801,8.317411795,7.633190048,8.450632783,9.54,80100,88800,134500,224200,,123500,66500,123500,123500,123600,248400,1089,1091,0.716,972,1103
12/31/2013,SouthDakota,,3331,3090,,105.785124,104.6527529,101.2210797,106.5909091,105.785124,115.3664593,,105.4702495,,122750,159900,189900,302400,168020.5,173700,,167900,3.66458606,,3.647817889,5000,,5000,,0.816084852,,,,0.799615946,,,0.777715517,0.79887218,,,700,,,,900,,,707.5,900,,117,,,,,10.62108342,,10.723555,7.075830586,,7.140988752,10.5,90600,126400,147000,174400,233000,145800,103100,136800,145800,145800,232100,1107,1103,0.88,920,1107
12/31/2013,Tennessee,116,50099,49362,,93.33333333,92.0023015,100.3505697,107.5266317,96.98672114,101.79827,55.39384764,96.53784219,,114998,159900,279900,422000,164900,149900,119000,165000,4.026666667,3.249528598,4.115226337,5000,5000,5000,,0.75,0.689935065,0.592401516,,0.719301271,0.856518127,0.703125,0.781434112,0.701867506,0.735113233,,770,1000,1370,,1095,1199.5,700,813.5,1050,1100,78,,,,,11.55494755,9.959277183,11.69064052,8.225093271,6.792945787,8.348498208,9.52,102400,90100,125600,221300,329000,117700,63100,133800,117700,117000,227100,999,1004,0.69,1014,1003
12/31/2013,Texas,90.25,100670,95478,,94.127529,90,96.4994187,108.9426201,93.22033898,130.5819477,71.5974212,92.44055944,,119900,159900,258000,424818,190000,,169990,192990,3.419636967,4.166684028,3.382616136,5600,5000,5772.5,1.250351617,1.014381655,0.816326531,0.703648548,0.665250785,0.789309014,1.139588584,1.06212766,1.121257485,0.767680585,0.760287275,945,1140,1295,1595,2100,1250,1165,995,1099,1250,1200,75,,,82,18,12.32385827,9.300059257,12.48685554,8.846366714,6.673960613,8.96570673,8.97,,,120200,207900,,130400,,,130400,131200,256700,1284,1283,0.776,1157,1293
12/31/2013,UnitedStates,105.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2013,Utah,95,13520,13106,155.5729167,132.5166309,123.5187746,129.5505618,135.7407407,132.7046406,133.6229947,113.0952381,132.628524,,150000,209900,259900,349900,235000,209000,,239900,3.08216361,3.296810777,3.076923077,7100,6000,8000,1.046419098,0.855647059,0.823584763,0.810983228,0.75,0.854676009,0.893164046,0.790697674,0.865641711,0.842676493,,680,765,1175,1295,1450,1200,997,727.5,795,1250,,136,,,,,12.3490111,10.12003155,12.74715078,8.674830262,6.878727634,8.997925756,14.14,,148500,189400,219300,275200,201600,138200,167500,201600,207700,324800,1332,1324,0.924,1207,1346
12/31/2013,Vermont,168.5,7191,6869,125,141.9270833,137.8297362,139.7768525,121.875,140.3125,136.9240303,63.75,140.7194245,79900,162450,249000,337500,429000,229000,171750,173000,235000,5.714285714,5.25361355,5.755395683,10000,10000,10000,,,,,,,,,,,,,,,,,,,,,,,142,23.13,69.35,,,7.755211533,6.034814313,7.96754881,4.649054649,3.817914831,4.729441841,14.05,157600,182500,224500,288200,333700,207900,,175000,207900,209600,306600,1421,1416,0.87,1328,1430
12/31/2013,Virginia,98.75,43597,40830,209.3802345,127.3800935,125.6492558,133.0224207,147.5631769,130.2814486,161.3337495,135.1109143,127.8549357,175000,150000,199900,334990,499950,235000,229900,249990,237500,4.00160064,3.705075954,4.006677796,9100,6100,9500,1.819407008,1.261127596,0.98738716,0.845705724,0.769139758,1.007205514,1.416430595,,1.454952426,0.944293478,1.182237601,1375,1350,1472.5,1850,2250,1500,1500,,1450,1500,1688,132,21.23,72.11,,,13.02819051,11.26030056,13.1919016,9.327225991,7.983576642,9.451612222,12.45,194700,151100,194900,338800,495100,222000,120700,274600,222000,211300,458100,1480,1461,0.92,1693,1402
12/31/2013,Washington,98.5,31664,29190,201.8107954,153.2429245,145.3631465,147.4310181,153.4238489,149.2586169,158.9273365,126.7281106,148.4727108,149950,179000,239950,325974,395000,255000,185000,268000,262500,4.651703686,5.425496398,4.549590537,10000,10000,10000,1.753554502,1.161858974,0.948196115,0.83497053,0.713606735,0.944938832,1.25,1.041421569,1.359212139,0.922459893,,1200,1175,1400,1699,1800,1480,1295,960,1195,1495,1080,148,11.84,83.44,,,11.59692572,9.823375094,11.77212891,8.674577589,7.973421927,8.743471274,13.99,169600,190600,243400,334700,409600,245600,143800,213400,245600,248800,443000,1471,1455,0.924,1322,1478
12/31/2013,WestVirginia,129.625,8232,7862,104.6875,77.87698413,83.99470899,89.58333333,87.24852071,85.77333793,115.0627615,,85.38871902,79900,87500,135000,220000,298750,139900,,110000,139900,5.265929437,,5.268703899,6000,,6000,,0.753535354,0.697952722,0.625,,0.711771245,,,0.716494845,0.709219858,,525,775,1050,1350,,1100,,,750,1100,,67,40.65,51.28,,,10.40844313,,10.53381117,7.051149306,,7.150503104,8.76,,,103300,140900,165400,90400,60300,115100,90400,90400,156300,947,951,0.704,947,950
12/31/2013,Wisconsin,123.75,40614,36992,130.7552906,102.2727273,102.8402009,92.48714907,90.10213277,102.3235031,111.6759615,54.2798913,100.6312919,91000,119900,159125,189000,239900,155000,149900,119000,156900,5.009095498,5.054453356,5.005005005,6000,5275,6125,1.146546547,0.924283439,0.914835165,,,0.909090909,1.039800995,0.944444444,0.942277519,0.879003007,,675,895,1199.5,,,1200,,795,850,1197,,96,23.95,67.76,,,11.42011343,9.700888988,11.6077235,7.487934024,6.125356125,7.637119834,10.96,88100,102700,142500,185400,219000,143900,86300,127800,143900,145300,240800,1116,1092,0.856,997,1103
12/31/2013,Wyoming,102.875,3814,3537,151.7857143,137.3912408,123.9705196,133.1075801,129.7687861,135.8728491,,110.4360574,135.4298523,,159000,210000,259900,350000,219000,,174630,217000,4.069767442,,4.053360698,8100,,8000,,0.813657407,,,,0.880551302,,0.892857143,0.921025641,0.884665793,0.964501185,600,695,,,,,,675,677.5,,,139,,,,,9.768731943,,9.927071941,6.617820846,,6.709422792,12.98,,148100,192200,214800,261500,179000,128500,168900,179000,179500,284000,1194,1177,0.924,1113,1182
1/31/2014,Alabama,140.375,27912,25484,,92.52336449,87.21091616,95.17766497,93.83169068,87.28421308,184.1720779,,85.79604579,,114900,144900,247900,324900,163900,184000,129000,160000,4.45930892,4.349086692,4.494382022,5636,8000,5500,0.944444444,0.702725724,0.638625051,0.615069195,,0.632697021,0.82745098,0.754189944,0.768990385,0.626227898,0.614754098,650,650,825,1250,,850,,,695,850,925,71,35.28,57.44,,,10.82758241,6.025618324,11.14123701,10.28488653,5.404014411,10.61053499,10.02,93500,70400,117900,225700,324500,117300,60400,134000,117300,116800,228900,949,951,0.62,966,950
1/31/2014,Alaska,118.375,3525,2740,166.8535127,155.3669477,154.4435734,152.9487007,128.7903489,152.095112,163.2659847,119.5986231,149.1610401,114900,165000,254900,359966,399900,239500,189900,338700,250000,2.742969925,2.289461459,2.85795965,6000,4150,8000,1.589105339,1.259340278,1.134888653,,,1.151785974,1.348405091,1.201851852,1.258680556,1.070361836,,937.5,1162.5,1650,1800,,1500,1400,1150,1250,1600,,174,,,,,14.17534843,15.6052027,13.91442351,11.38780804,12.96296296,11.1008893,12.18,127500,183200,261400,333500,432000,249900,169000,181500,249900,263200,365300,1796,1773,1.3,1654,1819
1/31/2014,Arizona,90.75,36727,36606,,102.0389267,107.1428571,107.5990844,103.9226264,117.6075269,116.3407718,83.28703704,117.7906686,,125000,189900,269182.5,360000,215000,139900,175000,224950,2.898550725,3.637272727,2.833333333,5500,5000,6000,1,0.823349729,0.732830821,0.596930074,,0.709193171,0.912017167,0.79533404,0.888450148,0.682704811,0.705244123,688,799,1000,1100,,1100,975,700,850,1100,1100,110,12.59,83.65,,,18.24251263,15.02875581,18.61936745,19.79399568,17.41411406,20.09694097,13.41,88900,146400,171600,240000,367100,181400,109700,123500,181400,190700,336700,1155,1140,0.738,981,1176
1/31/2014,Arkansas,134.25,19768,18643,102.6499322,74.37965261,85.69979716,98.61111111,102.1053922,85.42847799,118.5452626,53.26666667,85,89900,90000,135500,228980,369900,139393.5,138000,125000,139500,4.444444444,5.055611729,4.444444444,5000,9000,5000,0.845360825,0.672743056,0.634057971,0.666666667,,0.666054203,,0.644957983,0.681818182,0.657408173,0.657894737,533,610,825,1200,,950,,590,625,950,950,70,23.08,69.13,,,11.1244324,6.809271663,11.23959547,10.65066488,6.471494607,10.76724694,9.71,84300,82400,126500,219300,337200,107700,59300,127700,107700,107800,193400,919,915,0.604,801,918
1/31/2014,California,78.75,72492,62323,329.0993072,238.7120116,211.8924021,214.2307692,227.4631215,230.9008271,281.1966788,215.5448718,218.0077155,248900,279999,349900,471400,699000,385000,340000,474999,398000,3.333333333,3.071457242,3.35,10100,10000,10900,2.133027523,1.681422925,1.251879928,1.018407005,0.836501901,1.297281324,1.695736434,1.411111111,1.777827204,1.12599319,2.254098361,1400,1700,1850,2099,2450,1900,1999,1250,1650,1850,1250,260,3.64,95.21,81.74,18.26,13.12401318,12.10849428,13.34383317,12.82051282,12.13182286,12.97218222,16.63,257400,325400,376000,480500,649700,397900,199400,363700,397900,404900,753600,2016,1988,1.308,1868,2027
1/31/2014,Colorado,89,30376,25514,238.4897341,168.4959983,152.0669291,160.7963247,185.8461066,163.0040168,220.2921889,142.2340154,159.8020066,174900,2.00E+05,264950,380778,530000,289900,231900,264950,297950,2.949852507,3.866416483,2.857959417,9000,8900,9000,1.364279285,1.12758902,0.973751058,0.925925926,0.892857143,1,1.180837864,1.1,1.230597143,0.964630225,,985,1160,1400,1700,2000,1350,1200,,1110,1400,1020,147,8.64,87.63,78.13,21.87,12.8617234,9.13454062,13.45480488,11.2741103,8.500861574,11.73267483,12.91,140600,174900,232100,328200,394800,236000,140000,168100,236000,247100,421000,1492,1478,1,1285,1524
1/31/2014,Connecticut,144,24376,20239,141.5748031,143.3531746,153.3047461,160.1941748,156.7398119,156.0708702,141.7260491,78.66449511,159.6337256,119000,169900,239900,391000,509000,259900,175000,184900,280000,4.387265452,4.608294931,4.347826087,10000,8000,10000,1.443376068,1.188118812,1.139742319,0.968158348,0.491758242,1.236948194,1.339285714,,1.157407407,1.19670905,,1040,1300,1700,2000,,1700,1500,1100,1200,1800,1150,151,28.66,60.47,,,15.22617857,13.46066362,15.6462995,13.60449919,12.62005378,13.86020057,11.88,117400,167500,231800,357100,570900,237600,143700,154100,237600,253300,442000,1671,1612,1.138,1282,1738
1/31/2014,Delaware,123.5,6690,6168,,129.2996427,126.8438178,121.4420833,146.1661342,127.3584906,158.9711985,103.2709378,125.23918,150000,160000,219900,314900,569000,244990,274660.5,,241900,3.84652374,4.071773637,3.82083021,9900,10000,9194,1.345427702,1.017173423,0.820512821,0.691115842,,0.833333333,,0.916666667,1.058479532,0.818617982,,899,1020,1200,1700,,1200,1100,897.5,950,1200,,126,32.45,59.83,,,12.8931498,10.33748,13.1061406,11.4598255,9.513023783,11.71277222,12.02,119800,145400,184800,288800,351200,193400,117800,,193400,193200,316600,1327,1326,0.894,1206,1332
1/31/2014,DistrictofColumbia,84.25,1120,911,481.9595645,441.2180053,349.1061453,380.9912854,436.7147653,423.1002049,480,,375.3407423,325000,495000,499900,618500,1297000,444000,359000,,554700,3.339129721,3.231017771,3.604253019,14100,10000,15100,2.893333333,2.700732601,1.896551724,,,2.592391741,2.958953356,2.77248789,2.862149533,1.916027184,3.377777778,2100,2800,2625,,,2400,2250,,2180,2750,1695,405,3.7,93.78,,,12.45443081,12.01424946,12.98705972,11.66484118,10.73384447,12.5958379,15.36,357000,448100,439200,694400,1256700,436600,238600,430500,436600,455900,819700,2499,2486,2.052,2476,2521
